Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Misfortune Cookie@4,You try to break it[;]|but to no avail,1,giveequipment(~Misfortune Cookie@3~[;] true[;] false[;] e);,Cackle,REQUIRE4,,PURPLE,change_power,doublerequirements,,_curse,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@4_upgraded,You try to break it.|It cracks a little!,1,giveequipment(~Misfortune Cookie@3+~[;] true[;] false[;] e);,Cackle,REQUIRE4,,ORANGE,,,,useitem,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@3,Something tells you|that it's a bad idea,1,giveequipment(~Misfortune Cookie@2~[;] true[;] false[;] e);,Cackle,REQUIRE3,,PURPLE,change_power,doublerequirements,,_curse,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@3_upgraded,You smell a|mouth-watering smell,1,giveequipment(~Misfortune Cookie@2+~[;] true[;] false[;] e);,Cackle,REQUIRE3,,ORANGE,,,,useitem,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@2,But you keep on|trying anyway,1,giveequipment(~Misfortune Cookie@1~[;] true[;] false[;] e);,Cackle,REQUIRE2,,PURPLE,change_power,doublerequirements,,openchest,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@2_upgraded,You try to break it|apart even harder!,1,giveequipment(~Misfortune Cookie@1+~[;] true[;] false[;] e);,Cackle,REQUIRE2,,ORANGE,,,,openchest,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@1,It cracks! Inside|you find...,1,giveequipment(~Misfortune Cookie@0~[;] true[;] false[;] e);,Cackle,REQUIRE1,,ORANGE,change_power,doublerequirements,,roboterror,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@1_upgraded,It cracks! Inside|you find...,1,giveequipment(~Inspiring Fortune@~ + rand([1[;] 2[;] 3])[;] true[;] false[;] e);,Cackle,REQUIRE1,,ORANGE,,,,useitem,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@0,Another cookie.,1,giveequipment(~Misfortune Cookie@5~[;] true[;] false[;] e);,Cackle,REQUIRE6,,PURPLE,change_power,doublerequirements,,_curse,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Inspiring Fortune@1,One day[;] you will escape|from the dungeons!,1,inflictself(DODGE);,Quick Thinking,NORMAL,,YELLOW,change_power,change_power,,_dodge,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Inspiring Fortune@1_upgraded,One day[;] you will escape|from the dungeons!|(Returns dice),1,inflictself(DODGE); givedice(d);,Quick Thinking,NORMAL,,YELLOW,,,,_dodge,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Inspiring Fortune@1_downgraded,You are doomed.,1,,Quick Thinking,,,BLACK,,,,_dodge,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Inspiring Fortune@2,You will complete this|episode! Believe in yourself!,1,inflictself(FURY);,Fury,NORMAL,,RED,change_power,change_power,,_fury,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Inspiring Fortune@2_upgraded,You will complete this|episode! Believe in yourself!|(Returns dice),1,inflictself(FURY); givedice(d);,Fury,NORMAL,,RED,,,,_fury,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Inspiring Fortune@2_downgraded,You are doomed.,1,,Fury,,,BLACK,,,,_fury,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Inspiring Fortune@3,Today[;] luck will be|on your side!,1,givedice([6[;] 6]);,Magic Six,NORMAL,,GREEN,change_power,change_power,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Inspiring Fortune@3_upgraded,Today[;] luck will be|on your side!|(Returns dice),1,givedice([6[;] 6[;] d]);,Magic Six,NORMAL,,GREEN,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Inspiring Fortune@3_downgraded,You are doomed.,1,,Magic Six,,,BLACK,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Glass Sword,Do [sword]<double> damage|(You have 50% health),2,attack(d * 2); sfxdamage(target[;] d * 2);,Catapult,NORMAL,,BRIGHTCYAN,change_power,change_power,,_metals,0,NO,NO,excludefromrandomlists|cannotsteal,,var fraction = self.hp / self.maxhp; var maxhp = self.maxhp; self.maxhp = runscript(~megaquest/math/ceil~[;] [self.maxhp / 2]); self.hp = runscript(~megaquest/math/ceil~[;] [self.maxhp * fraction]); self.setvar(~mqglassword~[;] maxhp - self.maxhp);,var fraction = self.hp / self.maxhp; self.maxhp += self.getvar(~mqglassword~); self.hp = runscript(~megaquest/math/ceil~[;] [self.maxhp * fraction]); self.setvar(~mqglassword~[;] 0);,,,,,,,,,
Glass Sword_upgraded,Do [sword]<quadruple> damage|(You have 25% health),2,attack(d * 4); sfxdamage(target[;] d * 4);,Catapult,NORMAL,,BRIGHTCYAN,,,,_metals,0,NO,NO,excludefromrandomlists|cannotsteal,,var fraction = self.hp / self.maxhp; var maxhp = self.maxhp; self.maxhp = runscript(~megaquest/math/ceil~[;] [self.maxhp / 4]); self.hp = runscript(~megaquest/math/ceil~[;] [self.maxhp * fraction]); self.setvar(~mqglassword~[;] maxhp - self.maxhp);,var fraction = self.hp / self.maxhp; self.maxhp += self.getvar(~mqglassword~); self.hp = runscript(~megaquest/math/ceil~[;] [self.maxhp * fraction]); self.setvar(~mqglassword~[;] 0);,,,,,,,,,
Glass Sword_downgraded,Do [sword]<d6> damage|(You have 50% health),2,attack(d * 2); sfxdamage(target[;] d * 2);,Catapult,NORMAL,,BRIGHTCYAN,,,,_metals,0,NO,NO,excludefromrandomlists|cannotsteal,,var fraction = self.hp / self.maxhp; var maxhp = self.maxhp; self.maxhp = runscript(~megaquest/math/ceil~[;] [self.maxhp / 2]); self.hp = runscript(~megaquest/math/ceil~[;] [self.maxhp * fraction]); self.setvar(~mqglassword~[;] maxhp - self.maxhp);,var fraction = self.hp / self.maxhp; self.maxhp += self.getvar(~mqglassword~); self.hp = runscript(~megaquest/math/ceil~[;] [self.maxhp * fraction]); self.setvar(~mqglassword~[;] 0);,,,,,,,,,
Building Blocks,Add [shield]shield equal to 1st|dice[;] combine dice,1,inflictself(SHIELD[;] actualdice[0].basevalue); givedice(d);,Protection,NORMAL|NORMAL,4,ORANGE,change_power,change_power,,_shield,0,NO,NO,,,,,,,,,,,,,
Building Blocks_upgraded,Add [shield]shield equal to 1st|dice[;] combine dice,1,inflictself(SHIELD[;] actualdice[0].basevalue); givedice(d);,Protection,NORMAL|NORMAL,8,ORANGE,,,,_shield,0,NO,NO,,,,,,,,,,,,,
Building Blocks_downgraded,Add [shield]shield equal to 1st|dice[;] combine dice,1,inflictself(SHIELD[;] actualdice[0].basevalue); givedice(d);,Protection,NORMAL|NORMAL,3,ORANGE,,,,_shield,0,NO,NO,,,,,,,,,,,,,
Signal Lamp,Dice are <d6> on next turn|[gray](once per battle),1,removestatusself(~mqsignallamp~[;] d); inflictself(~mqsignallamp~[;] d);,Replicate,MAX5,,GREEN,increaserange,decreaserange,,_thinghappens,0,YES,YES,,,,,,,,,,,,,
Shoulder Cannon,Do [sword]4 dmg each turn|[sword]<var:shouldercannon> left[;] use to reload,1,if (!simulation) {self.setvar(~shouldercannon~[;] self.getvar(~shouldercannon~) + 4); for (eq in self.equipment) if (eq.name == e.name) eq.animate(~flashandshake~);} else attack(4);,Replicate,COUNTDOWN,4,RED,change_power,change_power,,useitem,-1,YES,NO,hidereuseable,,,,,var dmg = runscript(~megaquest/math/min~[;] [4[;] self.getvar(~shouldercannon~)]); if (dmg > 0) {attack(dmg); sfxdamage(target[;] dmg); e.animate(~flashandshake~);} self.setvar(~shouldercannon~[;] runscript(~megaquest/math/max~[;] [self.getvar(~shouldercannon~) - 4[;] 0]));,,,,,,,
Shoulder Cannon_upgraded,Do [sword]6 dmg each turn|[sword]<var:shouldercannon> left[;] use to reload,1,if (!simulation) {self.setvar(~shouldercannon~[;] self.getvar(~shouldercannon~) + 6); for (eq in self.equipment) if (eq.name == e.name) eq.animate(~flashandshake~);} else attack(6);,Replicate,COUNTDOWN,6,RED,,,,useitem,-1,YES,NO,hidereuseable,,,,,var dmg = runscript(~megaquest/math/min~[;] [6[;] self.getvar(~shouldercannon~)]); if (dmg > 0) {attack(dmg); sfxdamage(target[;] dmg); e.animate(~flashandshake~);} self.setvar(~shouldercannon~[;] runscript(~megaquest/math/max~[;] [self.getvar(~shouldercannon~) - 6[;] 0]));,,,,,,,
Shoulder Cannon_downgraded,Do [sword]2 dmg each turn|[sword]<var:shouldercannon> left[;] use to reload,1,if (!simulation) {self.setvar(~shouldercannon~[;] self.getvar(~shouldercannon~) + 2); for (eq in self.equipment) if (eq.name == e.name) eq.animate(~flashandshake~);} else attack(2);,Replicate,COUNTDOWN,2,RED,,,,useitem,-1,YES,NO,hidereuseable,,,,,var dmg = runscript(~megaquest/math/min~[;] [2[;] self.getvar(~shouldercannon~)]); if (dmg > 0) {attack(dmg); sfxdamage(target[;] dmg); e.animate(~flashandshake~);} self.setvar(~shouldercannon~[;] runscript(~megaquest/math/max~[;] [self.getvar(~shouldercannon~) - 2[;] 0]));,,,,,,,
Night Vision,Increase dice value by|a number between 1-3,1,givedice(d + rand([1[;] 2[;] 3]));,Megabump,MAX3,,GREEN,change_power,complicate,,none,0,YES,NO,,,,,,,,,,,,,
Night Vision_upgraded,Increase dice value by|a number between 2-3,1,givedice(d + rand([2[;] 3]));,Megabump,MAX3,,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,,
Moonglasses,Disable purple and|blue equipment,1,if (!simulation) {if (target.equipment.length > 0) for (eq in target.equipment) if (eq.skillcard == ~~ && !eq.hastag(~skillcard~) && (eq.equipmentcol == 1 # eq.equipmentcol == 5 # eq.equipmentcol == 6 # eq.equipmentcol == 8)) {eq.availablethisturn = false; eq.availablenextturn = false; eq.unavailabletext = eq.displayname + eq.namemodifier; eq.unavailabledetails = [~Unavailable (Moonglasses)~];}} else bonus(1000);,Megabump,DOUBLES|DOUBLES,,BRIGHTCYAN,change_power,change_power,,_thinghappens,0,NO,NO,,,,,,,,,,,,,
Moonglasses_upgraded,Disable purple and|blue equipment,1,if (!simulation) {if (target.equipment.length > 0) for (eq in target.equipment) if (eq.skillcard == ~~ && !eq.hastag(~skillcard~) && (eq.equipmentcol == 1 # eq.equipmentcol == 5 # eq.equipmentcol == 6 # eq.equipmentcol == 8)) {eq.availablethisturn = false; eq.unavailabletext = eq.displayname + eq.namemodifier; eq.unavailabledetails = [~Unavailable (Moonglasses)~];}} else bonus(1000);,Megabump,EVEN,,BRIGHTCYAN,,,,_thinghappens,0,NO,NO,,,,,,,,,,,,,
Moonglasses_downgraded,Disable purple and|blue equipment,1,if (!simulation) {if (target.equipment.length > 0) for (eq in target.equipment) if (eq.skillcard == ~~ && !eq.hastag(~skillcard~) && (eq.equipmentcol == 1 # eq.equipmentcol == 5 # eq.equipmentcol == 6 # eq.equipmentcol == 8)) {eq.availablethisturn = false; eq.unavailabletext = eq.displayname + eq.namemodifier; eq.unavailabledetails = [~Unavailable (Moonglasses)~];}} else bonus(1000);,Megabump,REQUIRE6|REQUIRE6,,BRIGHTCYAN,,,,_thinghappens,0,NO,NO,,,,,,,,,,,,,
Hologram Projector,Roll an extra dice|Return dice,1,givedice([d[;] rand([1[;] 2[;] 3[;] 4[;] 5[;] 6])]);,Magic Dice,REQUIRE6,,BRIGHTCYAN,increaserange,change_power,,none,0,YES,NO,,,,,,,,,,,,,
Hologram Projector_downgraded,+1 dice next turn|Return dice,1,if (!simulation) self.bonusdice++; else bonus(1000); givedice(d);,Magic Dice,REQUIRE6,,BRIGHTCYAN,,,,none,0,YES,NO,,,,,,,,,,,,,
Staff of Allure,Do [sword]<var:alluregold> damage|(equal to your [gold]gold[]),2,var dmg = 1; if (!simulation) dmg = self.isplayer ? self.gold : 1; attack(dmg); sfxdamage(target[;] dmg);,Plasma Gun,COUNTDOWN,8,YELLOW,halfcountdown,change_power,,_whooshweapons,0,NO,NO,,,,,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,,,
Staff of Allure_downgraded,Do [sword]2 damage,2,var dmg = 2; attack(dmg); sfxdamage(target[;] dmg);,Plasma Gun,COUNTDOWN,8,YELLOW,,,,_whooshweapons,0,NO,NO,,,,,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,self.setvar(~alluregold~[;] self.gold);,,,
Jelly Sprayer,Inflict [poison]3 poison|Lock [lock]1 dice,1,inflict(POISON[;] 3); inflict(LOCK);,Poison Arrow,NORMAL|NORMAL,7,PURPLE,change_power,change_power,,_poison,0,NO,NO,,,,,,,,,,,,,
Jelly Sprayer_upgraded,Inflict [poison]4 poison|Lock [lock]1 dice,1,inflict(POISON[;] 4); inflict(LOCK);,Poison Arrow,NORMAL|NORMAL,7,PURPLE,,,,_poison,0,NO,NO,,,,,,,,,,,,,
Jelly Sprayer_downgraded,Inflict [poison]2 poison,1,inflict(POISON[;] 2);,Poison Arrow,NORMAL|NORMAL,7,PURPLE,,,,_poison,0,NO,NO,,,,,,,,,,,,,
Orange Gel,Gain Dodge in 2 turns,1,jinx(~Orange_Gel~[;] ~dodge next attack~[;] ~Dodge next attack~[;] ~inflict(DODGE); sfx(\~_dodge\~);~[;] self[;] target[;] 2[;] d);,Quick Thinking,COUNTDOWN,12,ORANGE,halfcountdown,change_power,,_thinghappens,0,YES,NO,,,,,,,,,,,,,
Orange Gel_downgraded,Gain Dodge in 4 turns,1,jinx(~Orange_Gel-~[;] ~dodge next attack~[;] ~Dodge next attack~[;] ~inflict(DODGE); sfx(\~_dodge\~);~[;] self[;] target[;] 4[;] d);,Quick Thinking,COUNTDOWN,12,ORANGE,,,,_thinghappens,0,YES,NO,,,,,,,,,,,,,
Spring Boots,Each dice gets|+3 or -3 to value,1,if (!simulation) {var alldice = []; for (mydice in self.dicepool) if (mydice.available()) alldice.push(mydice); if (alldice.length > 0) for (i in 0...alldice.length) runscript(~megaquest/delaycall~[;] [function (args) {var mydice = args[1]; if (args[0]) {mydice.basevalue += 3; if (mydice.basevalue > 6) mydice.basevalue = 6; new motion.actuators.SimpleActuator(mydice[;] 0.2[;] {y: mydice.y - args[3]}).move(); mydice.animate(~flashshake~); args[2](~useitem~); } else {new motion.actuators.SimpleActuator(mydice[;] 0.2[;] {y: mydice.y + args[3]}).move(); mydice.basevalue -= 3; if (mydice.basevalue <= 0) {mydice.animate(~disappear~); mydice.basevalue = 1;} else mydice.animate(~flashshake~); args[2](~roboterror~);}}[;] 1.0 * (i / alldice.length)[;] chance(50)[;] alldice[i][;] sfx[;] runscript(~megaquest/math/random~[;] [60[;] 120])]);} else bonus(1000);,Random Roll,DOUBLES|DOUBLES,,PURPLE,change_power,change_power,,none,0,YES,NO,,,,,,,,,,delay(1.0);,,,
Spring Boots_upgraded,Each dice gets|+3 or -3 to value,1,if (!simulation) {var alldice = []; for (mydice in self.dicepool) if (mydice.available()) alldice.push(mydice); if (alldice.length > 0) for (i in 0...alldice.length) runscript(~megaquest/delaycall~[;] [function (args) {var mydice = args[1]; if (args[0]) {mydice.basevalue += 3; if (mydice.basevalue > 6) mydice.basevalue = 6; new motion.actuators.SimpleActuator(mydice[;] 0.2[;] {y: mydice.y - args[3]}).move(); mydice.animate(~flashshake~); args[2](~useitem~); } else {new motion.actuators.SimpleActuator(mydice[;] 0.2[;] {y: mydice.y + args[3]}).move(); mydice.basevalue -= 3; if (mydice.basevalue <= 0) {mydice.animate(~disappear~); mydice.basevalue = 1;} else mydice.animate(~flashshake~); args[2](~roboterror~);}}[;] 1.0 * (i / alldice.length)[;] chance(50)[;] alldice[i][;] sfx[;] runscript(~megaquest/math/random~[;] [60[;] 120])]);} else bonus(1000);,Random Roll,EVEN,,PURPLE,,,,none,0,YES,NO,,,,,,,,,,delay(1.0);,,,
Spring Boots_downgraded,Each dice gets|+3 or -3 to value,1,if (!simulation) {var alldice = []; for (mydice in self.dicepool) if (mydice.available()) alldice.push(mydice); if (alldice.length > 0) for (i in 0...alldice.length) runscript(~megaquest/delaycall~[;] [function (args) {var mydice = args[1]; if (args[0]) {mydice.basevalue += 3; if (mydice.basevalue > 6) mydice.basevalue = 6; new motion.actuators.SimpleActuator(mydice[;] 0.2[;] {y: mydice.y - args[3]}).move(); mydice.animate(~flashshake~); args[2](~useitem~); } else {new motion.actuators.SimpleActuator(mydice[;] 0.2[;] {y: mydice.y + args[3]}).move(); mydice.basevalue -= 3; if (mydice.basevalue <= 0) {mydice.animate(~disappear~); mydice.basevalue = 1;} else mydice.animate(~flashshake~); args[2](~roboterror~);}}[;] 1.0 * (i / alldice.length)[;] chance(50)[;] alldice[i][;] sfx[;] runscript(~megaquest/math/random~[;] [60[;] 120])]);} else bonus(1000);,Random Roll,REQUIRE6|REQUIRE6,,PURPLE,,,,none,0,YES,NO,,,,,,,,,,delay(1.0);,,,
Monologue,25% chance to dodge|[gray](Reuseable),1,var odds = 25; if (getstatusself(~luck~) > 0) odds += 25 * getstatusself(~luck~); if (getstatusself(~luck+~) > 0) odds = 100; if (chance(odds)) {inflictself(DODGE); sfx(~_dodge~);} else {self.textparticle(~No effect!~); sfx(~roboterror~);},Quick Thinking,COUNTDOWN,5,ORANGE,threequartercountdown,removereusable,,none,-1,YES,NO,,,,,,,,,,,,,
Cleaver Throw,Do [sword]<d6> damage...,1,attack(d); sfxdamage(target[;] d); giveequipment(~Cleaver Catch!~[;] false); if (!simulation) {inflictself(~mqendturnselfdamage~[;] 6); for (eq in self.equipment) if (eq.name == ~Cleaver Catch!~) runscript(~megaquest/repeatcall~[;] [function (args[;] actuator) {if (self.getvar(~mqmyturn~) != 1) {actuator._repeat = 0;} else {args[0].equipmentcol = args[1] ? 2 : 0; args[2](~megaquest/shake~[;] [args[0][;] 0.1[;] 1[;] 1]); args[1] = !args[1];}}[;] 0.5[;] -1[;] eq[;] true[;] runscript]); } else attackself(6); sfx(~_whoosh~[;] ~~[;] 0.5);,Plasma Gun,EVEN,,RED,add1,complicate,,_metals,0,NO,NO,,,,,,,,,,delay(1.0);,,,
Cleaver Catch!,Take [sword]6 damage|if unused,1,if (!simulation) removestatusself(~mqendturnselfdamage~[;] 6); else attackself(-6); screenshake();,Broken Gadget,REQUIRE6,,RED,,,,_shield,0,YES,NO,excludefromrandomlists|cannotsteal,,,,,,,,,,,,
Siren Pole,Do [sword]<d6> damage|Even: [weaken]1 weaken|Odd: [thorns]1 thorns,2,attack(d); sfxdamage(target[;] d); if ((d % 2) == 0) {inflict(WEAKEN); sfx(~_weaken~[;] ~~[;] 0.2);} else {inflictself(THORNS); sfx(~_thorns~[;] ~~[;] 0.2);},Stardust,MAX4,,ORANGE,increaserange,decreaserange,,_whooshweapons,0,NO,NO,,,,,,,,,,,,,if ((d % 2) == 1) {inflictself(THORNS); sfx(~_thorns~);}
Suspicious Trashcan,Repeat next attack|Weaken all your items|Must be used first,1,inflictself(FURY); if (!simulation) {for (eq in self.equipment) if (eq.isready() && eq.skillcard == ~~ && !eq.hastag(~skillcard~)) eq.animate(WEAKEN); } else inflictself(WEAKEN[;] ALL);,Fury,COUNTDOWN,7,RED,halfcountdown,change_power,,_fury,0,YES,NO,,e.preventdefault = true; e.maintainfury = true;,,,,,if (e.isready() && e.availablethisturn) {e.availablethisturn = false; e.unavailabledetails = [~Must be used first~]; e.animate(~flashandshake~);},,,,,,
Suspicious Trashcan_downgraded,Do [sword]3 damage|Weaken all your items|Must be used first,1,attack(3); sfxdamage(target[;] 3); if (!simulation) {for (eq in self.equipment) if (eq.isready() && eq.skillcard == ~~ && !eq.hastag(~skillcard~)) eq.animate(WEAKEN); } else inflictself(WEAKEN[;] ALL);,Fury,COUNTDOWN,7,RED,,,,_fury,0,YES,NO,,e.preventdefault = true; e.maintainfury = true;,,,,,if (e.isready() && e.availablethisturn) {e.availablethisturn = false; e.unavailabledetails = [~Must be used first~]; e.animate(~flashandshake~);},,,,,,
Crayon Cannon,Remove all your statuses[;]|inflict [poison]<d6> for each,1,var amount = 0; if (!simulation) {if (self.status.length > 0) for (st in self.status.copy()) if (!st.invisible) {amount++; removestatusself(st.type[;] ALL);}} else amount = getstatusself(ALL); if (amount > 0) {inflict(POISON[;] amount); sfx(~_poison~);} else {target.textparticle(~No effect!~);},Poison Arrow,MAX2,,PURPLE,increaserange,decreaserange,,none,0,NO,NO,,,,,,,,,,,,,
Water Wheel,+3 to Limit Break|[gray](Reuseable),1,if (!simulation) {self.limitvalue += 3; if (self.limitvalue > self.limitmax) self.limitvalue = self.limitmax;} else bonus(-1000);,Power Up,ODD,,YELLOW,simplify,complicate,,_cure,-1,YES,NO,,1,,,,,,,,,,,
Electrocutor,Do [shock]2 damage|(At start of turn: Add [ice]2[])|[gray](Reuseable),1,attack(2[;] SHOCK); sfxdamage(target[;] 2);,Static Shock,EVEN,,BRIGHTCYAN,change_power,removereusable,,_shock,2,NO,NO,,,,,,inflict(ICE[;] 2); sfx(~_ice~); e.animate(~flashandshake~);,,,,,,,
Electrocutor_upgraded,Do [shock]2 damage|(At start of turn: Add [ice]2[])|[gray](Reuseable),1,attack(2[;] SHOCK); sfxdamage(target[;] 2);,Static Shock,EVEN,,BRIGHTCYAN,,,,_shock,4,NO,NO,,,,,,inflict(ICE[;] 2); sfx(~_ice~); e.animate(~flashandshake~);,,,,,,,
Confident Entrance,At the start of the first|turn[;] gain [shield]6 shield,1,,Protection,,,ORANGE,change_power,change_power,,none,0,NO,NO,,,,,,if (turn == 1) {inflictself(SHIELD[;] 6); sfx(~_shield~); e.changecolour(~GRAY~); e.animate(~flashandshake~);},,,,,,,
Confident Entrance_upgraded,At the start of the first|turn[;] gain [shield]8 shield,1,,Protection,,,ORANGE,,,,none,0,NO,NO,,,,,,if (turn == 1) {inflictself(SHIELD[;] 8); sfx(~_shield~); e.changecolour(~GRAY~); e.animate(~flashandshake~);},,,,,,,
Confident Entrance_downgraded,At the start of the first|turn[;] gain [shield]2 shield,1,,Protection,,,ORANGE,,,,none,0,NO,NO,,,,,,if (turn == 1) {inflictself(SHIELD[;] 2); sfx(~_shield~); e.changecolour(~GRAY~); e.animate(~flashandshake~);},,,,,,,
Almost There,If enemy has less than 50%|HP[;] roll an extra dice,1,,Magic Dice,,,GREEN,change_power,change_power,,none,0,NO,NO,,,,,if (target.hp / target.maxhp > 0.5) e.changecolour(~GRAY~);,if (target.hp / target.maxhp < 0.5) {givedice(); e.changecolour(~GREEN~); e.animate(~flashandshake~);},,,,,,,
Almost There_upgraded,If enemy has less than 60%|HP[;] roll an extra dice,1,,Magic Dice,,,GREEN,,,,none,0,NO,NO,,,,,if (target.hp / target.maxhp > 0.6) e.changecolour(~GRAY~);,if (target.hp / target.maxhp < 0.6) {givedice(); e.changecolour(~GREEN~); e.animate(~flashandshake~);},,,,,,,
Almost There_downgraded,If enemy has less than 25%|HP[;] roll an extra dice,1,,Magic Dice,,,GREEN,,,,none,0,NO,NO,,,,,if (target.hp / target.maxhp > 0.25) e.changecolour(~GRAY~);,if (target.hp / target.maxhp < 0.25) {givedice(); e.changecolour(~GREEN~); e.animate(~flashandshake~);},,,,,,,
Day Night Cycle@day,Change day to night|+1 dice this fight,2,if (!simulation) {if (self.equipment.length > 0) for (eq in self.equipment) if (eq.name != ~Mood Change~) {eq.usedthisbattle = true; eq.ready = false; eq.animate(~error~);}} if (!simulation) self.extradice++; else bonus(1000); var weather = [~Thunder Storm~[;] ~Hurricane~]; giveequipment([rand(weather)[;] rand(weather)[;] rand(weather)[;] ~Day Night Cycle@night~][;] true[;] false); screenshake();,Regenerate,COUNTDOWN,5,BRIGHTCYAN,change_power,change_power,,_vanish,0,YES,YES,,,,,,,,,,,,,
Day Night Cycle@day_upgraded,Change day to night|+1 dice this fight|Recover [heal]3 health,2,if (!simulation) {if (self.equipment.length > 0) for (eq in self.equipment) if (eq.name != ~Mood Change~) {eq.usedthisbattle = true; eq.ready = false; eq.animate(~error~);}} if (!simulation) self.extradice++; else bonus(1000); attackself(-3); sfx(~_heal~[;] ~~[;] 0.2); var weather = [~Thunder Storm~[;] ~Hurricane~]; giveequipment([rand(weather)[;] rand(weather)[;] rand(weather)[;] ~Day Night Cycle@night~][;] true[;] false); screenshake();,Regenerate,COUNTDOWN,5,BRIGHTCYAN,,,,_vanish,0,YES,YES,,,,,,,,,,,,,
Day Night Cycle@day_downgraded,Change day to night,2,if (!simulation) {if (self.equipment.length > 0) for (eq in self.equipment) if (eq.name != ~Mood Change~) {eq.usedthisbattle = true; eq.ready = false; eq.animate(~error~);}} var weather = [~Thunder Storm~[;] ~Hurricane~]; giveequipment([rand(weather)[;] rand(weather)[;] rand(weather)[;] ~Day Night Cycle@night~][;] true[;] false); screenshake();,Regenerate,COUNTDOWN,5,BRIGHTCYAN,,,,_vanish,0,YES,YES,,,,,,,,,,,,,
Day Night Cycle@night,Change night to day|+1 dice this fight,2,if (!simulation) {if (self.equipment.length > 0) for (eq in self.equipment) if (eq.name != ~Mood Change~) {eq.usedthisbattle = true; eq.ready = false; eq.animate(~error~);}} if (!simulation) self.extradice++; else bonus(1000); var weather = [~Heatwave~[;] ~Sunstrike~]; giveequipment([rand(weather)[;] rand(weather)[;] rand(weather)[;] ~Day Night Cycle@day~][;] true[;] false); screenshake();,Regenerate,COUNTDOWN,5,PURPLE,change_power,change_power,,useitem,0,YES,YES,,,,,,,,,,,,,
Day Night Cycle@night_upgraded,Change night to day|+1 dice this fight|Recover [heal]3 health,2,if (!simulation) {if (self.equipment.length > 0) for (eq in self.equipment) if (eq.name != ~Mood Change~) {eq.usedthisbattle = true; eq.ready = false; eq.animate(~error~);}} if (!simulation) self.extradice++; else bonus(1000); attackself(-3); sfx(~_heal~[;] ~~[;] 0.2); var weather = [~Heatwave~[;] ~Sunstrike~]; giveequipment([rand(weather)[;] rand(weather)[;] rand(weather)[;] ~Day Night Cycle@day~][;] true[;] false); screenshake();,Regenerate,COUNTDOWN,5,PURPLE,,,,useitem,0,YES,YES,,,,,,,,,,,,,
Day Night Cycle@night_downgraded,Change night to day,2,if (!simulation) {if (self.equipment.length > 0) for (eq in self.equipment) if (eq.name != ~Mood Change~) {eq.usedthisbattle = true; eq.ready = false; eq.animate(~error~);}} var weather = [~Heatwave~[;] ~Sunstrike~]; giveequipment([rand(weather)[;] rand(weather)[;] rand(weather)[;] ~Day Night Cycle@day~][;] true[;] false); screenshake();,Regenerate,COUNTDOWN,5,PURPLE,,,,useitem,0,YES,YES,,,,,,,,,,,,,
Sunstrike,Do [weaken]3[;] inflict [weaken]1 weaken|[gray](once per battle),2,attack(3[;] WEAKEN); sfxdamage(target[;] 3); inflict(WEAKEN);,Mumble,COUNTDOWN,5,ORANGE,change_power,change_power,,_weaken,0,NO,YES,,,,,,,,,,,,,
